GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Java Analyzer,org.revapi.java.model,MissingTypeElement.ErrorType,14,16,0,0,5,4,5,4,5,4
Java Analyzer,org.revapi.java.model,MissingTypeElement,30,70,3,3,8,17,11,12,8,12
Java Analyzer,org.revapi.java.model,JavaElementBase,14,169,6,20,3,43,8,22,2,15
Java Analyzer,org.revapi.java.model,JavaElementForest.new ThreadLocal() {...},0,6,0,0,0,2,0,2,0,2
Java Analyzer,org.revapi.java.model,TypeElement.new SimpleElementVisitor8() {...},11,161,6,14,5,30,6,12,0,8
Java Analyzer,org.revapi.java.model,FieldElement,0,23,0,0,0,6,0,5,0,5
Java Analyzer,org.revapi.java.model,AnnotationElement,10,58,0,4,3,14,3,9,3,7
Java Analyzer,org.revapi.java.model,MethodParameterElement,54,85,10,6,11,19,7,9,0,8
Java Analyzer,org.revapi.java.model,MissingClassElement,4,37,0,2,1,9,1,6,1,5
Java Analyzer,org.revapi.java.model,InitializationOptimizations,2,19,1,3,1,6,1,4,0,3
Java Analyzer,org.revapi.java.model,AbstractJavaElement,0,15,0,0,0,6,0,3,0,3
Java Analyzer,org.revapi.java.model,JavaElementForest,54,64,2,4,12,19,4,8,2,7
Java Analyzer,org.revapi.java.model,MissingTypeElement.new NoType() {...},17,3,0,0,5,1,5,1,5,1
Java Analyzer,org.revapi.java.model,MissingTypeElement.NameImpl,65,18,14,0,16,6,11,4,4,4
Java Analyzer,org.revapi.java.model,TypeElement,22,284,5,26,6,63,7,31,2,19
Java Analyzer,org.revapi.java.model,MethodElement,10,37,2,0,1,7,2,6,1,6
Java Analyzer,org.revapi.java.model,PackageElement,12,0,0,0,4,0,3,0,3,0
Java Analyzer,org.revapi.java.model,JavaElementFactory,29,94,6,22,3,24,6,11,0,3
Java Analyzer,org.revapi.java.filters,AbstractIncludeExcludeFilter,297,56,60,2,66,18,41,9,9,9
Java Analyzer,org.revapi.java.filters,ClassFilter,35,0,8,0,7,0,7,0,3,0
Java Analyzer,org.revapi.java.filters,PackageFilter,49,0,10,0,9,0,9,0,4,0
Java Analyzer,org.revapi.java.filters,IncludeExcludeFilter,102,0,20,0,20,0,14,0,4,0
Java Analyzer,org.revapi.java.filters,AnnotatedElementFilter,10,5,0,0,3,2,3,1,3,1
Java Analyzer,org.revapi.java.filters,AbstractIncludeExcludeFilter.InclusionState,43,0,2,0,7,0,3,0,2,0
Java Analyzer,org.revapi.java.checks.annotations,Removed,0,49,1,5,0,8,1,5,0,3
Java Analyzer,org.revapi.java.checks.annotations,Added,0,49,2,4,0,8,2,4,0,3
Java Analyzer,org.revapi.java.checks.annotations,AttributeValueChanged,0,279,2,16,0,46,2,10,0,3
Java Analyzer,org.revapi.java.checks.methods,MethodMovedInHierarchy,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,ExceptionsThrownChanged.1.new SimpleElementVisitor7() {...},0,8,0,0,0,2,0,2,0,2
Java Analyzer,org.revapi.java.checks.methods,Removed,0,40,0,8,0,10,0,8,0,4
Java Analyzer,org.revapi.java.checks.methods,Added,14,155,2,20,2,32,2,14,0,5
Java Analyzer,org.revapi.java.checks.methods,NumberOfParametersChanged,10,61,5,11,0,14,5,8,0,5
Java Analyzer,org.revapi.java.checks.methods,Added.new SimpleElementVisitor7() {...},4,6,0,0,2,1,2,1,2,1
Java Analyzer,org.revapi.java.checks.methods,NoLongerDefault,10,104,6,18,0,18,6,11,0,5
Java Analyzer,org.revapi.java.checks.methods,VisibilityReduced,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,NoLongerStatic,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,NowDefault,10,104,5,19,0,18,5,12,0,5
Java Analyzer,org.revapi.java.checks.methods,NowFinal,38,68,1,3,4,13,1,5,0,4
Java Analyzer,org.revapi.java.checks.methods,ExceptionsThrownChanged,5,377,4,48,3,76,4,32,0,10
Java Analyzer,org.revapi.java.checks.methods,NoLongerFinal,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,NoLongerAbstract,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,ExceptionsThrownChanged.new SimpleTypeVisitor7() {...},0,13,0,0,0,2,0,2,0,2
Java Analyzer,org.revapi.java.checks.methods,ParameterTypeChanged,0,164,2,18,0,29,2,13,0,5
Java Analyzer,org.revapi.java.checks.methods,NowAbstract,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,DefaultValueChanged,0,186,0,24,0,29,0,16,0,4
Java Analyzer,org.revapi.java.checks.methods,NowStatic,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,VisibilityIncreased,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,ReturnTypeChanged,20,176,10,21,2,39,10,13,0,7
Java Analyzer,org.revapi.java.checks.fields,Removed,0,54,0,12,0,12,0,10,0,4
Java Analyzer,org.revapi.java.checks.fields,TypeChanged,0,86,0,6,0,21,0,7,0,4
Java Analyzer,org.revapi.java.checks.fields,NowConstant,0,59,0,8,0,15,0,8,0,4
Java Analyzer,org.revapi.java.checks.fields,FieldMovedInHierarchy,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.fields,NowFinal,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.fields,EnumConstantsOrderChanged,0,155,1,19,0,27,1,16,0,7
Java Analyzer,org.revapi.java.checks.fields,NoLongerStatic,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.fields,VisibilityReduced,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.fields,NoLongerConstant,0,59,0,8,0,15,0,8,0,4
Java Analyzer,org.revapi.java.checks.fields,VisibilityIncreased,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.fields,ConstantValueChanged,0,80,0,10,0,16,0,9,0,4
Java Analyzer,org.revapi.java.checks.fields,Added,0,62,1,9,0,14,1,8,0,4
Java Analyzer,org.revapi.java.checks.fields,NoLongerFinal,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.fields,NowStatic,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.generics,SuperTypeParametersChanged,10,228,5,25,0,46,5,15,0,5
Java Analyzer,org.revapi.java.checks.generics,FormalTypeParametersChanged,23,338,7,35,2,65,7,21,0,7
Java Analyzer,org.revapi.java.transforms.methods,AnnotationTypeAttributeRemoved,5,59,1,3,1,14,1,8,0,7
Java Analyzer,org.revapi.java.transforms.methods,AnnotationTypeAttributeAdded,0,71,0,4,0,18,0,9,0,7
Java Analyzer,org.revapi.java.matcher,JavaElementMatcher,22,47,3,3,5,15,3,11,0,10
Java Analyzer,org.revapi.java.matcher,JavaElementMatcher.1.new TreeFilter() {...},6,43,0,4,0,9,1,6,1,4
Java Analyzer,org.revapi.java.matcher,JavaElementMatcher.ElementInspector,219,15,36,0,61,5,29,3,11,3
Java Analyzer,org.revapi.java.matcher,JavaElementMatcher.new ElementMatcher.CompiledRecipe() {...},2,29,1,1,1,6,1,2,0,2
Java Analyzer,org.revapi.java.checks.classes,KindChanged,12,99,3,14,1,23,3,12,0,5
Java Analyzer,org.revapi.java.checks.classes,NowImplementsInterface,0,111,0,12,0,26,0,10,0,4
Java Analyzer,org.revapi.java.checks.classes,Removed,10,71,1,9,1,16,1,9,0,5
Java Analyzer,org.revapi.java.checks.classes,InheritanceChainChanged,2,559,4,56,0,123,4,38,0,12
Java Analyzer,org.revapi.java.checks.classes,InheritanceChainChanged.new SimpleElementVisitor8() {...},0,10,0,0,0,2,0,2,0,2
Java Analyzer,org.revapi.java.checks.classes,InheritanceChainChanged.new SimpleTypeVisitor8() {...},0,11,0,0,0,2,0,2,0,2
Java Analyzer,org.revapi.java.checks.classes,InheritanceChainChanged.new SimpleTypeVisitor8() {...},3,15,0,2,1,2,1,3,1,2
Java Analyzer,org.revapi.java.checks.classes,NoLongerFinal,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.classes,Missing,0,130,2,28,0,23,2,18,0,5
Java Analyzer,org.revapi.java.checks.classes,NoLongerAbstract,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.classes,VisibilityReduced,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.classes,NoLongerImplementsInterface,0,125,0,12,0,27,0,10,0,4
Java Analyzer,org.revapi.java.checks.classes,VisibilityIncreased,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.classes,NowAbstract,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.classes,Added,0,77,1,9,0,17,1,9,0,5
Java Analyzer,org.revapi.java.checks.classes,NowFinal,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.classes,NonPublicClassPartOfAPI,0,90,1,13,0,22,1,14,0,8
Java Analyzer,org.revapi.java.transforms.annotations,AbstractAnnotationPresenceCheck.new ElementPairVisitor() {...},9,30,0,0,3,4,3,4,3,4
Java Analyzer,org.revapi.java.transforms.annotations,AbstractAnnotationPresenceCheck,2,75,2,4,1,19,2,8,0,7
Java Analyzer,org.revapi.java.transforms.annotations,NoLongerInherited,0,6,0,0,0,2,0,1,0,1
Java Analyzer,org.revapi.java.transforms.annotations,NoLongerDeprecated,0,6,0,0,0,2,0,1,0,1
Java Analyzer,org.revapi.java.transforms.annotations,NowDeprecated,0,6,0,0,0,2,0,1,0,1
Java Analyzer,org.revapi.java.transforms.annotations,DownplayHarmlessAnnotationChanges,6,131,3,5,2,23,3,12,0,11
Java Analyzer,org.revapi.java.transforms.annotations,NowInherited,0,6,0,0,0,2,0,1,0,1
Java Analyzer,org.revapi.java,AnalysisConfiguration.MissingClassReporting,0,34,0,0,0,2,0,1,0,1
Java Analyzer,org.revapi.java,JavaElementDifferenceAnalyzer.new UseSite.Visitor() {...},2,31,0,2,1,4,1,3,1,2
