GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Java Analyzer,org.revapi.java.model,MissingTypeElement,3,16,1,3,1,2,2,3,1,2
Java Analyzer,org.revapi.java.model,JavaElementBase,18,237,6,30,5,58,8,30,2,18
Java Analyzer,org.revapi.java.model,JavaElementForest.new ThreadLocal() {...},0,6,0,0,0,2,0,2,0,2
Java Analyzer,org.revapi.java.model,TypeElement.new SimpleElementVisitor8() {...},6,105,3,11,2,23,3,9,0,5
Java Analyzer,org.revapi.java.model,FieldElement,0,26,0,0,0,7,0,6,0,6
Java Analyzer,org.revapi.java.model,AnnotationElement,10,58,0,4,3,14,3,9,3,7
Java Analyzer,org.revapi.java.model,MethodParameterElement,54,85,10,6,11,19,7,9,0,8
Java Analyzer,org.revapi.java.model,MissingClassElement,4,40,0,2,1,10,1,6,1,5
Java Analyzer,org.revapi.java.model,InitializationOptimizations,2,19,1,3,1,6,1,4,0,3
Java Analyzer,org.revapi.java.model,AbstractJavaElement,0,22,0,0,0,7,0,4,0,4
Java Analyzer,org.revapi.java.model,JavaElementForest,54,64,2,4,12,19,4,8,2,7
Java Analyzer,org.revapi.java.model,TypeElement,18,351,5,36,4,78,6,37,1,20
Java Analyzer,org.revapi.java.model,MethodElement,10,37,2,0,1,7,2,6,1,6
Java Analyzer,org.revapi.java.model,PackageElement,12,0,0,0,4,0,3,0,3,0
Java Analyzer,org.revapi.java.model,JavaElementFactory,29,94,6,22,3,24,6,11,0,3
Java Analyzer,org.revapi.java.filters,AbstractIncludeExcludeFilter,297,56,60,2,65,18,41,9,9,9
Java Analyzer,org.revapi.java.filters,ClassFilter,2,47,3,7,0,10,3,7,0,5
Java Analyzer,org.revapi.java.filters,PackageFilter,14,52,7,7,1,11,6,6,0,5
Java Analyzer,org.revapi.java.filters,ClassFilter.new IndependentTreeFilter() {...},2,26,1,1,0,5,1,2,0,2
Java Analyzer,org.revapi.java.filters,PackageFilter.new IndependentTreeFilter() {...},2,22,1,1,1,5,1,2,0,2
Java Analyzer,org.revapi.java.filters,AnnotatedElementFilter,10,5,0,0,3,2,3,1,3,1
Java Analyzer,org.revapi.java.filters,AbstractIncludeExcludeFilter.InclusionState,43,0,2,0,7,0,3,0,2,0
Java Analyzer,org.revapi.java.checks.annotations,Removed,0,49,1,5,0,8,1,5,0,3
Java Analyzer,org.revapi.java.checks.annotations,Added,0,49,2,4,0,8,2,4,0,3
Java Analyzer,org.revapi.java.checks.annotations,AttributeValueChanged,0,279,1,17,0,44,1,11,0,3
Java Analyzer,org.revapi.java.checks.methods,MethodMovedInHierarchy,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,ExceptionsThrownChanged.1.new SimpleElementVisitor7() {...},0,8,0,0,0,2,0,2,0,2
Java Analyzer,org.revapi.java.checks.methods,Removed,0,42,0,8,0,10,0,8,0,4
Java Analyzer,org.revapi.java.checks.methods,Added,14,167,2,20,2,32,2,14,0,5
Java Analyzer,org.revapi.java.checks.methods,NumberOfParametersChanged,10,63,5,11,0,15,5,8,0,5
Java Analyzer,org.revapi.java.checks.methods,Added.new SimpleElementVisitor7() {...},4,6,0,0,2,1,2,1,2,1
Java Analyzer,org.revapi.java.checks.methods,NoLongerDefault,10,106,6,18,0,19,6,11,0,5
Java Analyzer,org.revapi.java.checks.methods,VisibilityReduced,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,NoLongerStatic,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,NowDefault,10,106,5,19,0,19,5,12,0,5
Java Analyzer,org.revapi.java.checks.methods,NowFinal,40,70,1,3,4,13,1,5,0,4
Java Analyzer,org.revapi.java.checks.methods,ExceptionsThrownChanged,5,385,4,48,3,75,4,32,0,10
Java Analyzer,org.revapi.java.checks.methods,NoLongerFinal,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,NoLongerAbstract,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,ExceptionsThrownChanged.new SimpleTypeVisitor7() {...},0,13,0,0,0,2,0,2,0,2
Java Analyzer,org.revapi.java.checks.methods,ParameterTypeChanged,0,266,2,22,0,41,2,15,0,5
Java Analyzer,org.revapi.java.checks.methods,NowAbstract,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,DefaultValueChanged,0,192,0,24,0,29,0,16,0,4
Java Analyzer,org.revapi.java.checks.methods,NowStatic,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,VisibilityIncreased,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,ReturnTypeChanged,17,268,9,26,1,52,9,16,0,7
Java Analyzer,org.revapi.java.checks.fields,Removed,0,56,0,12,0,11,0,10,0,4
Java Analyzer,org.revapi.java.checks.fields,TypeChanged,0,88,0,6,0,18,0,7,0,4
Java Analyzer,org.revapi.java.checks.fields,NowConstant,0,61,0,8,0,14,0,8,0,4
Java Analyzer,org.revapi.java.checks.fields,FieldMovedInHierarchy,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.fields,NowFinal,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.fields,EnumConstantsOrderChanged,0,157,1,19,0,27,1,16,0,7
Java Analyzer,org.revapi.java.checks.fields,NoLongerStatic,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.fields,VisibilityReduced,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.fields,NoLongerConstant,0,61,0,8,0,14,0,8,0,4
Java Analyzer,org.revapi.java.checks.fields,VisibilityIncreased,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.fields,ConstantValueChanged,0,82,0,10,0,16,0,9,0,4
Java Analyzer,org.revapi.java.checks.fields,Added,0,66,1,9,0,14,1,8,0,4
Java Analyzer,org.revapi.java.checks.fields,NoLongerFinal,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.fields,NowStatic,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.generics,SuperTypeParametersChanged,10,230,5,25,0,46,5,15,0,5
Java Analyzer,org.revapi.java.checks.generics,FormalTypeParametersChanged,25,346,7,35,2,62,7,21,0,7
Java Analyzer,org.revapi.java.transforms.methods,AnnotationTypeAttributeRemoved,5,59,1,3,1,14,1,8,0,7
Java Analyzer,org.revapi.java.transforms.methods,AnnotationTypeAttributeAdded,0,71,0,4,0,16,0,9,0,7
Java Analyzer,org.revapi.java.matcher,JavaElementMatcher,22,48,3,3,5,16,3,11,0,10
Java Analyzer,org.revapi.java.matcher,PackageMatcher.1.new IndependentTreeFilter() {...},14,61,6,6,3,14,5,5,0,4
Java Analyzer,org.revapi.java.matcher,JavaElementMatcher.1.new TreeFilter() {...},6,43,0,4,1,8,1,6,1,4
Java Analyzer,org.revapi.java.matcher,PackageMatcher.new ElementMatcher.CompiledRecipe() {...},0,48,2,6,0,6,2,4,0,2
Java Analyzer,org.revapi.java.matcher,PackageMatcher,0,16,0,0,0,4,0,4,0,4
Java Analyzer,org.revapi.java.matcher,JavaElementMatcher.ElementInspector,170,15,26,0,44,5,22,3,9,3
Java Analyzer,org.revapi.java.matcher,JavaElementMatcher.new ElementMatcher.CompiledRecipe() {...},2,29,1,1,1,6,1,2,0,2
Java Analyzer,org.revapi.java.checks.classes,KindChanged,12,101,3,14,1,21,3,12,0,5
Java Analyzer,org.revapi.java.checks.classes,NowImplementsInterface,0,113,0,12,0,24,0,10,0,4
Java Analyzer,org.revapi.java.checks.classes,Removed,12,73,1,9,1,16,1,9,0,5
Java Analyzer,org.revapi.java.checks.classes,InheritanceChainChanged,2,565,4,56,0,124,4,38,0,12
Java Analyzer,org.revapi.java.checks.classes,InheritanceChainChanged.new SimpleElementVisitor8() {...},0,10,0,0,0,2,0,2,0,2
Java Analyzer,org.revapi.java.checks.classes,InheritanceChainChanged.new SimpleTypeVisitor8() {...},0,11,0,0,0,2,0,2,0,2
Java Analyzer,org.revapi.java.checks.classes,InheritanceChainChanged.new SimpleTypeVisitor8() {...},3,15,0,2,1,2,1,3,1,2
Java Analyzer,org.revapi.java.checks.classes,NoLongerFinal,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.classes,Missing,0,134,2,28,0,23,2,18,0,5
Java Analyzer,org.revapi.java.checks.classes,NoLongerAbstract,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.classes,VisibilityReduced,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.classes,NoLongerImplementsInterface,0,127,0,12,0,26,0,10,0,4
Java Analyzer,org.revapi.java.checks.classes,VisibilityIncreased,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.classes,NowAbstract,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.classes,Added,0,79,1,9,0,17,1,9,0,5
Java Analyzer,org.revapi.java.checks.classes,NowFinal,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.classes,NonPublicClassPartOfAPI,0,92,2,12,0,22,2,13,0,8
Java Analyzer,org.revapi.java.transforms.annotations,AbstractAnnotationPresenceCheck.new ElementPairVisitor() {...},9,30,0,0,3,4,3,4,3,4
Java Analyzer,org.revapi.java.transforms.annotations,AbstractAnnotationPresenceCheck,2,75,2,4,1,19,2,8,0,7
Java Analyzer,org.revapi.java.transforms.annotations,NoLongerInherited,0,6,0,0,0,2,0,1,0,1
Java Analyzer,org.revapi.java.transforms.annotations,NoLongerDeprecated,0,6,0,0,0,2,0,1,0,1
Java Analyzer,org.revapi.java.transforms.annotations,NowDeprecated,0,6,0,0,0,2,0,1,0,1
Java Analyzer,org.revapi.java.transforms.annotations,DownplayHarmlessAnnotationChanges,6,132,3,5,2,23,3,12,0,11
Java Analyzer,org.revapi.java.transforms.annotations,NowInherited,0,6,0,0,0,2,0,1,0,1
Java Analyzer,org.revapi.java,AnalysisConfiguration.MissingClassReporting,0,34,0,0,0,2,0,1,0,1
Java Analyzer,org.revapi.java,JavaElementDifferenceAnalyzer,151,1079,48,148,47,226,40,89,1,25
Java Analyzer,org.revapi.java,AnalysisConfiguration,41,309,8,32,5,67,7,29,0,15
Java Analyzer,org.revapi.java,JavaArchiveAnalyzer,44,342,3,39,7,80,5,32,2,14
Java Analyzer,org.revapi.java,Timing,0,4,0,0,0,1,0,1,0,1
Java Analyzer,org.revapi.java,JavaApiAnalyzer,105,1233,19,109,39,267,15,81,0,32
Java Analyzer,org.revapi.java,JavaElementDifferenceAnalyzer.TypeAndUseSite,0,9,0,0,0,4,0,1,0,1
Java Analyzer,org.revapi.java.extract,WarJarExtractor,168,179,27,17,33,46,21,11,2,8
Java Analyzer,org.revapi.java.extract,WarJarExtractor.new FileInputStream() {...},16,0,0,0,4,0,2,0,2,0
Java Analyzer,org.revapi.java.compilation,CompilationValve.new FileVisitor() {...},24,16,2,0,3,6,2,4,1,4
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.TypeRecord,26,36,0,0,5,7,1,1,1,1
Java Analyzer,org.revapi.java.compilation,MarkerAnnotationObject,15,10,0,0,3,3,3,2,3,2
Java Analyzer,org.revapi.java.compilation,ProbingAnnotationProcessor,22,54,3,3,3,18,2,8,0,7
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.Scanner,194,2312,53,207,35,438,51,169,6,83
Java Analyzer,org.revapi.java.compilation,InclusionFilter,4,0,0,0,1,0,1,0,1,0
Java Analyzer,org.revapi.java.compilation,InclusionFilter.new InclusionFilter() {...},9,0,0,0,4,0,4,0,4,0
Java Analyzer,org.revapi.java.compilation,ProbingAnnotationProcessor.new Callable() {...},0,27,0,0,0,4,0,2,0,2
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.Scanner.new SimpleTypeVisitor8() {...},44,38,4,0,7,7,5,7,3,7
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.Scanner.new SimpleTypeVisitor8() {...},0,108,0,8,0,21,0,12,0,8
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.Scanner.new SimpleElementVisitor8() {...},3,11,0,0,1,3,1,3,1,3
Java Analyzer,org.revapi.java.compilation,InheritedUseSite,6,47,4,4,3,9,4,3,0,3
Java Analyzer,org.revapi.java.compilation,ClasspathScanner,6,389,4,36,2,80,4,26,0,10
Java Analyzer,org.revapi.java.compilation,CompilationValve,37,56,1,3,9,19,1,6,0,5
Java Analyzer,org.revapi.java.compilation,ClassPathUseSite,6,50,4,4,3,13,4,3,0,3
Java Analyzer,org.revapi.java.compilation,CompilationFuture,107,26,12,2,17,8,11,2,4,2
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.SyntheticLocation,0,21,0,0,0,4,0,3,0,3
Java Analyzer,org.revapi.java.compilation,MissingTypeAwareDelegatingTypes,259,122,26,6,33,19,27,13,12,12
Java Analyzer,org.revapi.java.compilation,ProbingEnvironment.new Archive() {...},13,0,0,0,3,0,3,0,3,0
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.1.new SimpleTypeVisitor8() {...},24,140,7,23,2,18,7,18,1,9
Java Analyzer,org.revapi.java.compilation,UseSitePath,5,51,5,5,2,9,5,3,0,3
Java Analyzer,org.revapi.java.compilation,ProbingEnvironment,50,140,8,8,8,30,8,18,3,15
Java Analyzer,org.revapi.java.compilation,ArchiveProbeObject,27,22,1,1,8,8,4,4,3,4
Java Analyzer,org.revapi.java.compilation,MissingTypeAwareDelegatingElements,155,42,14,2,27,8,19,5,12,4
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.ArchiveLocation,0,22,0,0,0,6,0,4,0,4
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.new SimpleElementVisitor8() {...},9,27,2,0,1,4,2,3,1,3
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.new Archive() {...},4,8,0,0,1,2,1,2,1,2
Java Analyzer,org.revapi.java.compilation,Compiler.new Comparator() {...},0,12,0,0,0,2,0,2,0,2
Java Analyzer,org.revapi.java.compilation,Compiler,83,381,6,20,13,76,6,16,0,9
Java Analyzer,org.revapi.java.checks.common,MovedInHierarchy,10,118,6,14,0,26,6,8,0,4
Java Analyzer,org.revapi.java.checks.common,VisibilityChanged,2,165,1,35,1,32,1,26,0,8
Java Analyzer,org.revapi.java.checks.common,SerializationChecker.new SimpleTypeVisitor7() {...},0,12,0,0,0,2,0,2,0,2
Java Analyzer,org.revapi.java.checks.common,SerializationChecker.new Comparator() {...},0,13,0,0,0,4,0,2,0,2
Java Analyzer,org.revapi.java.checks.common,SerializationChecker.new Comparator() {...},0,13,0,0,0,4,0,2,0,2
Java Analyzer,org.revapi.java.checks.common,SerializationChecker.new Comparator() {...},6,13,1,1,1,4,1,2,0,2
Java Analyzer,org.revapi.java.checks.common,SerializationChecker.new SimpleTypeVisitor7() {...},39,90,7,6,14,23,9,8,2,5
Java Analyzer,org.revapi.java.checks.common,SerializationChecker.MemberSignature,0,32,0,0,0,10,0,2,0,2
Java Analyzer,org.revapi.java.checks.common,SerializationChecker,125,1151,32,116,33,203,31,67,1,18
Java Analyzer,org.revapi.java.checks.common,ModifierChanged,16,132,8,21,8,27,8,18,0,6
