GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
API,org.revapi.query,Filter.new Filter() {...},13,0,0,0,3,0,3,0,3,0
API,org.revapi.query,Filter.new Filter() {...},13,0,0,0,3,0,3,0,3,0
API,org.revapi.query,DFSFilteringIterator,168,0,42,0,47,0,25,0,4,0
API,org.revapi.query,Filter,10,0,0,0,2,0,2,0,2,0
API,org.revapi.query,FilteringIterator,79,0,16,0,24,0,12,0,4,0
API,org.revapi.base,BaseElementForest,208,20,36,2,38,7,24,4,6,3
API,org.revapi.base,BaseArchiveAnalyzer,44,100,8,6,8,22,6,11,1,9
API,org.revapi.base,InputStreamArchive,3,14,0,0,1,5,1,2,1,2
API,org.revapi.base,BaseElement.ReferencingSet,44,61,6,4,10,13,5,6,2,4
API,org.revapi.base,FileArchive,19,0,0,0,6,0,4,0,4,0
API,org.revapi.base,BaseEagerLoadingArchiveAnalyzer,24,56,5,3,4,14,3,5,0,4
API,org.revapi.base,BaseReporter,0,4,0,0,0,2,0,2,0,2
API,org.revapi.base,BaseElement.ParentPreservingSet.ParentPreservingIterator,11,22,2,0,4,6,2,3,1,3
API,org.revapi.base,BaseEagerLoadingArchiveAnalyzer.FullForestContext,0,70,0,6,0,15,0,6,0,3
API,org.revapi.base,BaseTreeFilterProvider,6,0,0,0,3,0,3,0,3,0
API,org.revapi.base,BaseElementMatcher,4,0,0,0,2,0,2,0,2,0
API,org.revapi.base,BaseElement.ReferencingSet.ReferencingIterator,9,22,0,0,3,6,1,3,1,3
API,org.revapi.base,BaseDifferenceTransform,4,0,0,0,2,0,2,0,2,0
API,org.revapi.base,OverridableIncludeExcludeTreeFilter,21,0,4,0,6,0,5,0,3,0
API,org.revapi.base,BaseElement,47,77,0,6,15,22,7,14,7,11
API,org.revapi.base,BaseApiAnalyzer,1,5,0,0,1,2,1,2,1,2
API,org.revapi.base,CollectingReporter,19,0,0,0,6,0,4,0,4,0
API,org.revapi.base,IncludeExcludeTreeFilter,102,137,13,17,23,27,9,14,1,7
API,org.revapi.base,BaseConfigurable,2,4,0,0,1,2,1,2,1,2
API,org.revapi.base,IncludeExcludeTreeFilter.IncludeExcludeResult,13,77,3,13,3,20,2,8,0,2
API,org.revapi.base,BaseDifferenceAnalyzer,8,5,4,0,1,3,3,3,1,3
API,org.revapi.base,BaseElement.ParentPreservingSet,132,88,19,5,30,22,21,11,11,9
API,org.revapi.base,IndependentTreeFilter,0,29,0,0,0,6,0,3,0,3
API,org.revapi.base,ZipArchiveAnalyzer,34,87,1,11,5,21,1,9,0,4
API,org.revapi.base,BaseTreeFilter,4,5,0,0,2,2,2,2,2,2
API,org.revapi,Ternary,140,76,36,10,31,15,30,11,4,6
API,org.revapi,API.Builder,54,51,2,2,13,11,8,6,7,5
API,org.revapi,ElementFilter,6,0,0,0,1,0,1,0,1,0
API,org.revapi,PipelineConfiguration,47,276,2,4,6,75,6,27,4,26
API,org.revapi,TreeFilter,23,20,0,0,5,4,4,3,4,3
API,org.revapi,EditDistance.Pair,13,9,0,0,1,4,1,1,1,1
