GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
API,org.revapi.query,FilteringIterator,79,0,16,0,24,0,12,0,4,0
API,org.revapi.query,DFSFilteringIterator,152,0,38,0,42,0,23,0,4,0
API,org.revapi,AnalysisContext,30,135,0,2,5,34,3,12,3,11
API,org.revapi,DifferenceSeverity,22,44,7,0,8,5,6,1,1,1
API,org.revapi,API.Builder,64,41,3,1,15,9,9,5,7,5
API,org.revapi,PipelineConfiguration,41,225,2,4,7,68,5,23,3,22
API,org.revapi,Stats,60,36,6,2,9,9,6,3,2,3
API,org.revapi,AnalysisContext.Builder,132,647,12,49,26,121,16,37,5,17
API,org.revapi,CompatibilityType,0,44,0,0,0,5,0,1,0,1
API,org.revapi,AnalysisResult.Extensions,22,109,3,1,3,22,4,12,2,12
API,org.revapi,AnalysisResult.ExtensionInstance,33,39,9,1,8,10,6,5,1,5
API,org.revapi,Difference.InReportBuilder,0,36,0,0,0,6,0,2,0,2
API,org.revapi,CorrespondenceComparatorDeducer,0,12,0,0,0,5,0,2,0,2
API,org.revapi,API,90,39,13,3,23,11,12,5,4,5
API,org.revapi,Stats.Collector,111,0,2,0,17,0,8,0,7,0
API,org.revapi,Stats.DummyCollector,1,16,0,0,1,7,1,7,1,7
API,org.revapi,Revapi,267,1017,51,91,43,243,44,48,2,19
API,org.revapi,NaturalOrderComparator,0,8,0,0,0,2,0,2,0,2
API,org.revapi,Archive.Role,0,34,0,0,0,2,0,1,0,1
API,org.revapi,Difference.BuilderBase,12,90,0,0,4,25,2,12,2,12
API,org.revapi,CoIterator,0,153,0,28,0,37,0,21,0,7
API,org.revapi,Revapi.Builder,100,48,0,0,30,13,15,7,15,7
API,org.revapi,PipelineConfiguration.Builder,467,461,57,49,100,91,61,38,24,22
API,org.revapi,Revapi.AnalysisProgress,53,143,4,10,4,31,5,7,1,4
API,org.revapi,Report,130,43,26,2,20,12,16,6,3,5
API,org.revapi,ServiceTypeLoader,207,0,12,0,46,0,12,0,6,0
API,org.revapi,Element,5,0,0,0,1,0,1,0,1,0
API,org.revapi,Report.Builder,0,33,0,0,0,8,0,5,0,5
API,org.revapi,Criticality,60,103,10,0,10,22,9,6,4,6
API,org.revapi,Difference,135,132,6,12,18,31,12,7,6,4
API,org.revapi,Difference.Builder,0,24,0,0,0,3,0,2,0,2
API,org.revapi,AnalysisResult,46,73,2,4,10,23,6,7,4,6
API,org.revapi,Stats.Tuple2,26,0,0,0,5,0,2,0,2,0
API,org.revapi.simple,FileArchive,16,0,0,0,5,0,3,0,3,0
API,org.revapi.simple,SimpleElementFilter,7,0,0,0,3,0,3,0,3,0
API,org.revapi.simple,SimpleReporter,1,3,0,0,1,1,1,1,1,1
API,org.revapi.simple,SimpleDifferenceTransform,8,0,0,0,3,0,3,0,3,0
API,org.revapi.simple,SimpleElement.ParentPreservingSet.ParentPreservingIterator,33,0,2,0,10,0,5,0,4,0
API,org.revapi.simple,SimpleElementForest,123,17,20,2,24,6,15,3,5,2
API,org.revapi.simple,CollectingReporter,17,0,0,0,5,0,3,0,3,0
API,org.revapi.simple,SimpleElement.EmptyIterator,10,0,0,0,3,0,3,0,3,0
API,org.revapi.simple,SimpleElement,122,22,19,1,27,5,18,3,8,3
API,org.revapi.simple,SimpleConfigurable,4,3,0,0,3,1,3,1,3,1
API,org.revapi.simple,SimpleElement.ParentPreservingSet,191,13,26,0,47,4,31,2,18,2
API,org.revapi.configuration,JSONUtil,200,153,23,21,46,37,18,10,3,3
API,org.revapi.configuration,XmlToJson.JSONPointer,95,102,11,9,22,24,10,6,2,4
API,org.revapi.configuration,ReaderInputStream,260,0,36,0,62,0,30,0,12,0
API,org.revapi.configuration,ConfigurationValidator.PartialValidationResult,0,9,0,0,0,4,0,1,0,1
API,org.revapi.configuration,JSONUtil.new Reader() {...},8,180,3,39,4,63,3,27,0,4
API,org.revapi.configuration,JSONUtil.State,0,74,0,0,0,2,0,1,0,1
API,org.revapi.configuration,ConfigurationValidator,163,402,10,33,27,81,11,19,1,7
API,org.revapi.configuration,XmlToJson,205,610,17,59,41,131,17,45,4,16
API,org.revapi.configuration,ValidationResult.Error,59,49,10,0,14,11,7,2,2,2
API,org.revapi.configuration,ValidationResult,113,154,28,14,21,31,19,10,1,7
API,org.revapi.configuration,ConfigurationException,23,0,0,0,10,0,5,0,5,0
