GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Java Analyzer,org.revapi.java.model,MissingTypeElement.ErrorType,30,0,0,0,9,0,9,0,9,0
Java Analyzer,org.revapi.java.model,MissingTypeElement,100,0,6,0,25,0,23,0,20,0
Java Analyzer,org.revapi.java.model,JavaElementBase,183,0,26,0,46,0,30,0,17,0
Java Analyzer,org.revapi.java.model,JavaElementForest.new ThreadLocal() {...},6,0,0,0,2,0,2,0,2,0
Java Analyzer,org.revapi.java.model,TypeElement.new SimpleElementVisitor8() {...},172,0,20,0,35,0,18,0,8,0
Java Analyzer,org.revapi.java.model,FieldElement,0,23,0,0,0,6,0,5,0,5
Java Analyzer,org.revapi.java.model,AnnotationElement,10,58,0,4,3,14,3,9,3,7
Java Analyzer,org.revapi.java.model,MethodParameterElement,139,0,16,0,30,0,16,0,8,0
Java Analyzer,org.revapi.java.model,MissingClassElement,4,37,0,2,1,9,1,6,1,5
Java Analyzer,org.revapi.java.model,InitializationOptimizations,2,19,1,3,1,6,1,4,0,3
Java Analyzer,org.revapi.java.model,AbstractJavaElement,0,15,0,0,0,6,0,3,0,3
Java Analyzer,org.revapi.java.model,JavaElementForest,118,0,6,0,31,0,12,0,9,0
Java Analyzer,org.revapi.java.model,MissingTypeElement.new NoType() {...},20,0,0,0,6,0,6,0,6,0
Java Analyzer,org.revapi.java.model,MissingTypeElement.NameImpl,83,0,14,0,22,0,15,0,8,0
Java Analyzer,org.revapi.java.model,TypeElement,306,0,31,0,69,0,38,0,21,0
Java Analyzer,org.revapi.java.model,MethodElement,10,37,2,0,1,7,2,6,1,6
Java Analyzer,org.revapi.java.model,PackageElement,12,0,0,0,4,0,3,0,3,0
Java Analyzer,org.revapi.java.model,JavaElementFactory,29,94,6,22,3,24,6,11,0,3
Java Analyzer,org.revapi.java.filters,AbstractIncludeExcludeFilter,353,0,62,0,84,0,50,0,18,0
Java Analyzer,org.revapi.java.filters,ClassFilter,35,0,8,0,7,0,7,0,3,0
Java Analyzer,org.revapi.java.filters,PackageFilter,49,0,10,0,9,0,9,0,4,0
Java Analyzer,org.revapi.java.filters,IncludeExcludeFilter,102,0,20,0,20,0,14,0,4,0
Java Analyzer,org.revapi.java.filters,AnnotatedElementFilter,10,5,0,0,3,2,3,1,3,1
Java Analyzer,org.revapi.java.filters,AbstractIncludeExcludeFilter.InclusionState,43,0,2,0,7,0,3,0,2,0
Java Analyzer,org.revapi.java.checks.annotations,Removed,0,49,1,5,0,8,1,5,0,3
Java Analyzer,org.revapi.java.checks.annotations,Added,0,49,2,4,0,8,2,4,0,3
Java Analyzer,org.revapi.java.checks.annotations,AttributeValueChanged,279,0,18,0,46,0,12,0,3,0
Java Analyzer,org.revapi.java.checks.methods,MethodMovedInHierarchy,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,ExceptionsThrownChanged.1.new SimpleElementVisitor7() {...},8,0,0,0,2,0,2,0,2,0
Java Analyzer,org.revapi.java.checks.methods,Removed,40,0,8,0,10,0,8,0,4,0
Java Analyzer,org.revapi.java.checks.methods,Added,169,0,22,0,34,0,16,0,5,0
Java Analyzer,org.revapi.java.checks.methods,NumberOfParametersChanged,71,0,16,0,14,0,13,0,5,0
Java Analyzer,org.revapi.java.checks.methods,Added.new SimpleElementVisitor7() {...},4,6,0,0,2,1,2,1,2,1
Java Analyzer,org.revapi.java.checks.methods,NoLongerDefault,114,0,24,0,18,0,17,0,5,0
Java Analyzer,org.revapi.java.checks.methods,VisibilityReduced,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,NoLongerStatic,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,NowDefault,114,0,24,0,18,0,17,0,5,0
Java Analyzer,org.revapi.java.checks.methods,NowFinal,106,0,4,0,17,0,6,0,4,0
Java Analyzer,org.revapi.java.checks.methods,ExceptionsThrownChanged,382,0,52,0,79,0,36,0,10,0
Java Analyzer,org.revapi.java.checks.methods,NoLongerFinal,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,NoLongerAbstract,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,ExceptionsThrownChanged.new SimpleTypeVisitor7() {...},13,0,0,0,2,0,2,0,2,0
Java Analyzer,org.revapi.java.checks.methods,ParameterTypeChanged,164,0,20,0,29,0,15,0,5,0
Java Analyzer,org.revapi.java.checks.methods,NowAbstract,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,DefaultValueChanged,186,0,24,0,29,0,16,0,4,0
Java Analyzer,org.revapi.java.checks.methods,NowStatic,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,VisibilityIncreased,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.methods,ReturnTypeChanged,196,0,31,0,41,0,23,0,7,0
Java Analyzer,org.revapi.java.checks.fields,Removed,54,0,12,0,12,0,10,0,4,0
Java Analyzer,org.revapi.java.checks.fields,TypeChanged,86,0,6,0,21,0,7,0,4,0
Java Analyzer,org.revapi.java.checks.fields,NowConstant,59,0,8,0,15,0,8,0,4,0
Java Analyzer,org.revapi.java.checks.fields,FieldMovedInHierarchy,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.fields,NowFinal,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.fields,EnumConstantsOrderChanged,155,0,20,0,27,0,17,0,7,0
Java Analyzer,org.revapi.java.checks.fields,NoLongerStatic,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.fields,VisibilityReduced,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.fields,NoLongerConstant,59,0,8,0,15,0,8,0,4,0
Java Analyzer,org.revapi.java.checks.fields,VisibilityIncreased,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.fields,ConstantValueChanged,80,0,10,0,16,0,9,0,4,0
Java Analyzer,org.revapi.java.checks.fields,Added,62,0,10,0,14,0,9,0,4,0
Java Analyzer,org.revapi.java.checks.fields,NoLongerFinal,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.fields,NowStatic,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.generics,SuperTypeParametersChanged,238,0,30,0,46,0,20,0,5,0
Java Analyzer,org.revapi.java.checks.generics,FormalTypeParametersChanged,361,0,42,0,67,0,28,0,7,0
Java Analyzer,org.revapi.java.transforms.methods,AnnotationTypeAttributeRemoved,64,0,4,0,15,0,9,0,7,0
Java Analyzer,org.revapi.java.transforms.methods,AnnotationTypeAttributeAdded,71,0,4,0,18,0,9,0,7,0
Java Analyzer,org.revapi.java.matcher,JavaElementMatcher,69,0,6,0,20,0,14,0,10,0
Java Analyzer,org.revapi.java.matcher,JavaElementMatcher.1.new TreeFilter() {...},6,43,0,4,0,9,1,6,1,4
Java Analyzer,org.revapi.java.matcher,JavaElementMatcher.ElementInspector,234,0,36,0,66,0,32,0,14,0
Java Analyzer,org.revapi.java.matcher,JavaElementMatcher.new ElementMatcher.CompiledRecipe() {...},2,29,1,1,1,6,1,2,0,2
Java Analyzer,org.revapi.java.checks.classes,KindChanged,111,0,17,0,24,0,15,0,5,0
Java Analyzer,org.revapi.java.checks.classes,NowImplementsInterface,111,0,12,0,26,0,10,0,4,0
Java Analyzer,org.revapi.java.checks.classes,Removed,81,0,10,0,17,0,10,0,5,0
Java Analyzer,org.revapi.java.checks.classes,InheritanceChainChanged,561,0,60,0,123,0,42,0,12,0
Java Analyzer,org.revapi.java.checks.classes,InheritanceChainChanged.new SimpleElementVisitor8() {...},10,0,0,0,2,0,2,0,2,0
Java Analyzer,org.revapi.java.checks.classes,InheritanceChainChanged.new SimpleTypeVisitor8() {...},11,0,0,0,2,0,2,0,2,0
Java Analyzer,org.revapi.java.checks.classes,InheritanceChainChanged.new SimpleTypeVisitor8() {...},18,0,2,0,3,0,4,0,3,0
Java Analyzer,org.revapi.java.checks.classes,NoLongerFinal,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.classes,Missing,130,0,30,0,23,0,20,0,5,0
Java Analyzer,org.revapi.java.checks.classes,NoLongerAbstract,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.classes,VisibilityReduced,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.classes,NoLongerImplementsInterface,125,0,12,0,27,0,10,0,4,0
Java Analyzer,org.revapi.java.checks.classes,VisibilityIncreased,0,13,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.classes,NowAbstract,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.classes,Added,77,0,10,0,17,0,10,0,5,0
Java Analyzer,org.revapi.java.checks.classes,NowFinal,0,14,0,0,0,5,0,3,0,3
Java Analyzer,org.revapi.java.checks.classes,NonPublicClassPartOfAPI,90,0,14,0,22,0,15,0,8,0
Java Analyzer,org.revapi.java.transforms.annotations,AbstractAnnotationPresenceCheck.new ElementPairVisitor() {...},9,30,0,0,3,4,3,4,3,4
Java Analyzer,org.revapi.java.transforms.annotations,AbstractAnnotationPresenceCheck,77,0,6,0,20,0,10,0,7,0
Java Analyzer,org.revapi.java.transforms.annotations,NoLongerInherited,0,6,0,0,0,2,0,1,0,1
Java Analyzer,org.revapi.java.transforms.annotations,NoLongerDeprecated,0,6,0,0,0,2,0,1,0,1
Java Analyzer,org.revapi.java.transforms.annotations,NowDeprecated,0,6,0,0,0,2,0,1,0,1
Java Analyzer,org.revapi.java.transforms.annotations,DownplayHarmlessAnnotationChanges,137,0,8,0,25,0,15,0,11,0
Java Analyzer,org.revapi.java.transforms.annotations,NowInherited,0,6,0,0,0,2,0,1,0,1
